,Chi0,Chi1,Chi10,Chi2,Chi3,Chi3c,Chi3ch,Chi4,Chi4c,Chi4ch,Chi4pc,Chi5,Chi5ch,Chi6,Chi6ch,Chi7,Chi8,Chi9,Chiv0,Chiv1,Chiv10,Chiv2,Chiv3,Chiv3c,Chiv3ch,Chiv4,Chiv4c,Chiv4ch,Chiv4pc,Chiv5,Chiv5ch,Chiv6,Chiv6ch,Chiv7,Chiv8,Chiv9,dchi0,dchi1,dchi2,dchi3,dchi4,knotp,knotpv,mChi1
77,8.389,5.915,0.124,4.834,4.141,0.469,0.0,3.587,0.0,0.0,1.381,2.7,0.096,1.766,0.083,1.175,0.726,0.294,6.878,4.167,0.017,2.898,2.089,0.246,0.0,1.494,0.0,0.0,0.606,0.932,0.036,0.507,0.028,0.277,0.139,0.049,1.511,1.749,1.936,2.052,2.093,0.911,0.36,0.455
78,5.983,3.788,0.0,3.377,2.199,0.577,0.0,1.737,0.0,0.0,0.742,0.971,0.0,0.51,0.083,0.096,0.0,0.0,3.971,2.069,0.0,1.296,0.686,0.11,0.0,0.383,0.0,0.0,0.118,0.191,0.0,0.053,0.021,0.009,0.0,0.0,2.012,1.719,2.081,1.513,1.355,0.164,0.009,0.473
79,3.577,1.732,0.0,1.732,0.0,0.577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.063,0.781,0.0,0.402,0.0,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.514,0.951,1.33,0.0,0.0,0.577,0.068,0.577
80,19.508,12.731,2.135,12.774,10.582,3.05,0.0,9.347,0.25,0.0,6.054,8.404,0.0,7.35,0.197,5.486,4.573,2.947,16.459,9.627,0.349,8.196,5.622,1.642,0.0,3.979,0.118,0.0,2.698,3.068,0.0,2.185,0.067,1.482,1.013,0.61,3.049,3.104,4.578,4.959,5.368,3.005,1.057,0.424
81,8.431,5.109,0.0,4.781,3.531,0.981,0.0,2.273,0.0,0.0,2.031,1.419,0.118,0.853,0.0,0.33,0.045,0.0,5.404,2.778,0.0,1.931,1.115,0.263,0.0,0.572,0.0,0.0,0.405,0.261,0.029,0.109,0.0,0.029,0.004,0.0,3.027,2.331,2.85,2.415,1.701,1.049,0.142,0.464
82,10.715,6.558,0.0,5.822,4.723,1.095,0.0,3.043,0.0,0.0,2.707,2.169,0.0,1.457,0.068,0.9,0.31,0.072,7.468,3.837,0.0,2.672,1.753,0.337,0.0,1.007,0.0,0.0,0.624,0.606,0.0,0.296,0.024,0.139,0.041,0.007,3.248,2.72,3.15,2.969,2.036,1.612,0.287,0.468
83,8.268,5.215,0.0,4.501,3.445,0.692,0.0,2.204,0.0,0.0,1.681,1.536,0.0,0.725,0.102,0.412,0.19,0.039,5.767,3.174,0.0,2.151,1.349,0.213,0.0,0.778,0.0,0.0,0.382,0.444,0.0,0.164,0.032,0.072,0.025,0.004,2.501,2.041,2.35,2.096,1.426,0.989,0.168,0.474
84,12.414,8.113,0.409,7.284,6.135,1.23,0.0,4.415,0.0,0.0,3.026,3.646,0.0,2.618,0.136,1.972,1.341,0.872,9.805,5.421,0.05,4.032,2.942,0.528,0.0,1.781,0.0,0.0,1.131,1.247,0.0,0.755,0.048,0.465,0.261,0.137,2.609,2.693,3.251,3.193,2.634,1.796,0.603,0.451
85,19.413,13.618,2.099,12.414,11.553,1.905,0.0,10.579,0.0,0.0,5.376,8.923,0.196,6.915,0.167,5.601,4.42,3.116,15.982,9.206,0.361,7.171,5.771,0.926,0.0,4.421,0.0,0.0,2.264,3.268,0.059,2.183,0.074,1.514,1.007,0.624,3.431,4.412,5.243,5.782,6.157,3.471,1.339,0.426
86,9.38,6.949,0.536,5.994,5.394,0.605,0.0,4.745,0.0,0.0,1.826,4.108,0.0,2.717,0.222,2.086,1.497,1.042,7.513,4.535,0.051,3.216,2.345,0.278,0.0,1.68,0.0,0.0,0.65,1.183,0.0,0.64,0.064,0.4,0.228,0.126,1.867,2.415,2.778,3.049,3.065,1.221,0.371,0.434
87,10.456,6.537,0.092,6.232,5.877,1.253,0.0,4.482,0.0,0.0,3.705,3.18,0.096,2.112,0.037,1.269,0.596,0.265,8.183,4.108,0.007,3.233,2.305,0.545,0.0,1.531,0.0,0.0,1.144,0.824,0.029,0.462,0.012,0.214,0.077,0.029,2.273,2.429,2.999,3.573,2.95,2.453,0.599,0.436
88,15.69,10.668,0.88,9.227,8.262,1.263,0.0,7.229,0.0,0.0,3.796,5.562,0.241,4.243,0.037,3.244,2.268,1.505,13.392,8.402,0.197,6.193,4.516,0.566,0.0,3.423,0.0,0.0,1.366,2.092,0.172,1.38,0.012,0.918,0.59,0.352,2.298,2.267,3.034,3.746,3.806,2.533,0.8,0.445
89,19.767,12.773,1.372,12.16,9.858,2.773,0.0,8.257,0.289,0.0,5.658,6.601,0.096,5.122,0.12,4.035,2.661,1.887,15.784,10.028,0.206,7.596,5.049,1.117,0.0,3.414,0.046,0.0,2.034,2.312,0.028,1.552,0.04,0.984,0.554,0.331,3.983,2.745,4.564,4.809,4.842,2.885,0.917,0.44
90,8.552,5.788,0.125,5.144,4.406,0.744,0.0,3.62,0.0,0.0,1.945,2.801,0.0,1.621,0.136,1.189,0.61,0.353,6.242,3.582,0.01,2.545,1.792,0.26,0.0,1.205,0.0,0.0,0.57,0.755,0.0,0.347,0.045,0.193,0.089,0.042,2.31,2.205,2.599,2.613,2.416,1.202,0.31,0.445
91,17.974,12.024,1.066,10.633,9.54,1.598,0.0,7.324,0.0,0.0,4.563,5.94,0.0,4.225,0.222,3.354,2.505,1.752,15.417,8.822,0.152,6.638,4.99,0.869,0.0,3.047,0.0,0.0,2.058,1.987,0.0,1.174,0.072,0.764,0.488,0.29,2.557,3.202,3.995,4.55,4.277,2.965,1.189,0.445
92,10.889,7.088,0.179,6.965,4.937,1.787,0.0,4.185,0.289,0.0,2.603,3.001,0.144,1.893,0.083,1.23,0.73,0.37,7.57,4.234,0.014,2.985,1.992,0.345,0.0,1.34,0.013,0.0,0.651,0.775,0.038,0.374,0.028,0.193,0.09,0.036,3.319,2.854,3.981,2.945,2.844,0.817,0.305,0.443
93,19.223,12.163,1.179,12.007,10.008,2.966,0.0,8.234,0.289,0.0,6.307,6.412,0.079,4.884,0.12,3.7,2.444,1.607,14.895,8.956,0.17,7.134,4.95,1.249,0.0,3.248,0.046,0.0,2.34,2.155,0.025,1.407,0.04,0.882,0.489,0.264,4.328,3.207,4.874,5.058,4.986,3.341,1.091,0.434
94,6.975,4.877,0.028,4.263,3.692,0.538,0.0,3.035,0.0,0.0,1.44,2.192,0.096,1.306,0.083,0.793,0.485,0.145,5.228,2.933,0.001,2.023,1.377,0.187,0.0,0.887,0.0,0.0,0.39,0.511,0.022,0.223,0.028,0.107,0.049,0.011,1.746,1.944,2.24,2.314,2.148,0.902,0.203,0.443
95,14.872,10.055,0.823,9.672,7.266,2.132,0.0,6.335,0.289,0.0,3.375,5.445,0.0,3.51,0.238,2.724,1.92,1.365,11.839,7.809,0.131,6.016,4.093,0.895,0.0,3.039,0.046,0.0,1.573,2.151,0.0,1.183,0.08,0.761,0.441,0.255,3.033,2.246,3.656,3.173,3.296,1.242,0.678,0.437
96,15.198,9.876,0.801,10.041,7.664,2.558,0.0,6.533,0.289,0.0,4.303,5.585,0.079,4.373,0.151,3.075,2.111,1.357,12.753,6.944,0.089,6.255,3.454,1.704,0.0,2.356,0.224,0.0,1.778,1.694,0.025,1.077,0.042,0.604,0.329,0.183,2.445,2.932,3.787,4.21,4.177,1.745,0.074,0.429
97,27.709,18.149,2.081,16.537,12.279,3.469,0.0,10.257,0.354,0.0,4.917,7.946,0.0,6.171,0.192,4.85,3.813,2.826,23.643,13.12,0.228,10.082,6.03,1.99,0.0,4.007,0.25,0.0,1.954,2.512,0.0,1.565,0.055,0.986,0.616,0.382,4.066,5.029,6.454,6.249,6.25,1.448,0.036,0.454
98,8.226,5.966,0.166,4.796,3.966,0.333,0.0,3.211,0.0,0.0,0.943,2.558,0.0,1.31,0.204,0.901,0.568,0.318,6.513,3.791,0.014,2.43,1.592,0.129,0.0,1.029,0.0,0.0,0.281,0.659,0.0,0.278,0.05,0.151,0.076,0.034,1.713,2.175,2.366,2.374,2.183,0.609,0.152,0.459
99,7.724,4.609,0.0,4.39,3.343,0.953,0.0,2.356,0.0,0.0,2.006,1.305,0.0,0.737,0.056,0.239,0.0,0.0,9.494,4.824,0.0,4.342,2.648,0.95,0.0,2.793,0.0,0.0,1.432,0.736,0.0,0.715,0.021,0.103,0.0,0.0,1.77,0.215,0.048,0.695,0.438,1.054,0.482,0.461
100,9.845,6.092,0.062,5.627,3.724,1.099,0.0,2.704,0.0,0.0,1.649,2.007,0.0,1.354,0.068,0.546,0.391,0.11,7.971,4.146,0.005,3.101,1.776,0.476,0.0,1.195,0.0,0.0,0.65,0.646,0.0,0.369,0.024,0.115,0.051,0.012,1.874,1.946,2.526,1.948,1.51,0.55,0.173,0.469
101,11.259,7.092,0.196,6.334,4.216,1.099,0.0,3.116,0.0,0.0,1.649,2.192,0.0,1.366,0.068,0.819,0.522,0.234,9.385,5.146,0.026,3.764,2.217,0.476,0.0,1.461,0.0,0.0,0.669,0.791,0.0,0.46,0.024,0.21,0.107,0.044,1.874,1.946,2.57,1.999,1.655,0.55,0.193,0.473
102,8.431,5.109,0.0,4.803,3.354,0.994,0.0,2.679,0.0,0.0,1.838,1.463,0.0,1.092,0.068,0.298,0.124,0.0,5.482,2.863,0.0,2.007,1.212,0.257,0.0,0.701,0.0,0.0,0.409,0.368,0.0,0.157,0.024,0.043,0.01,0.0,2.949,2.246,2.797,2.142,1.978,0.845,0.152,0.464
103,17.035,10.869,0.428,10.064,7.965,2.232,0.0,5.951,0.204,0.0,4.467,4.517,0.0,3.504,0.151,2.454,1.024,0.669,13.163,7.848,0.117,6.105,4.389,0.969,0.0,2.909,0.051,0.0,1.77,1.994,0.0,1.352,0.052,0.792,0.369,0.207,3.872,3.021,3.959,3.576,3.041,2.235,0.801,0.453
104,10.008,6.02,0.0,5.702,4.098,1.205,0.0,2.926,0.0,0.0,2.499,2.081,0.0,1.507,0.068,0.566,0.298,0.0,6.207,3.139,0.0,2.187,1.367,0.278,0.0,0.772,0.0,0.0,0.479,0.458,0.0,0.195,0.024,0.07,0.018,0.0,3.801,2.881,3.515,2.731,2.154,1.294,0.201,0.463
105,6.853,4.182,0.0,4.023,2.414,0.866,0.0,2.349,0.0,0.0,1.0,0.986,0.0,0.736,0.068,0.118,0.0,0.0,5.01,2.517,0.0,1.788,0.896,0.262,0.0,0.602,0.0,0.0,0.262,0.223,0.0,0.111,0.016,0.016,0.0,0.0,1.843,1.664,2.235,1.518,1.747,0.134,0.0,0.465
106,13.336,8.409,0.267,8.292,6.514,1.988,0.0,4.746,0.167,0.0,4.304,3.353,0.118,2.395,0.083,1.633,0.694,0.373,10.441,6.919,0.11,6.511,5.182,1.361,0.0,3.578,0.051,0.0,2.886,2.404,0.079,1.509,0.028,0.865,0.432,0.213,2.895,1.49,1.782,1.332,1.168,2.316,1.525,0.443
107,9.544,6.843,0.475,6.286,5.427,0.894,0.0,4.838,0.0,0.0,2.132,4.093,0.079,2.989,0.151,2.215,1.542,0.87,7.826,4.811,0.072,3.751,2.818,0.445,0.0,2.165,0.0,0.0,0.96,1.538,0.044,0.945,0.052,0.589,0.346,0.16,1.718,2.032,2.536,2.609,2.673,1.238,0.515,0.428
108,13.569,9.097,0.672,8.5,7.327,1.502,0.0,6.448,0.0,0.0,3.59,4.714,0.192,3.787,0.056,2.589,1.8,1.214,10.526,6.076,0.073,4.655,3.284,0.635,0.0,2.343,0.0,0.0,1.218,1.447,0.084,0.925,0.012,0.503,0.294,0.162,3.042,3.021,3.845,4.043,4.105,2.089,0.583,0.433
109,5.983,3.805,0.0,3.239,2.54,0.471,0.0,1.502,0.0,0.0,1.138,1.024,0.0,0.392,0.083,0.18,0.0,0.0,4.929,2.583,0.0,1.802,1.126,0.216,0.0,0.558,0.0,0.0,0.391,0.311,0.0,0.097,0.025,0.034,0.0,0.0,1.055,1.222,1.437,1.414,0.943,0.667,0.175,0.476
110,9.422,6.198,0.152,5.662,4.922,0.936,0.0,3.945,0.0,0.0,2.511,3.097,0.0,1.851,0.129,1.17,0.641,0.383,7.894,4.324,0.017,3.244,2.476,0.443,0.0,1.515,0.0,0.0,1.1,0.979,0.0,0.48,0.041,0.257,0.112,0.053,1.529,1.875,2.418,2.446,2.431,1.575,0.656,0.443
111,4.406,2.894,0.0,2.39,1.644,0.289,0.0,1.13,0.0,0.0,0.408,0.391,0.144,0.083,0.0,0.0,0.0,0.0,3.049,1.502,0.0,0.871,0.434,0.065,0.0,0.215,0.0,0.0,0.066,0.05,0.029,0.008,0.0,0.0,0.0,0.0,1.357,1.392,1.519,1.21,0.915,0.12,0.002,0.482
112,18.571,12.519,0.687,11.221,9.374,1.946,0.0,7.642,0.167,0.0,4.636,5.858,0.0,3.536,0.272,2.588,1.748,1.126,15.187,9.663,0.159,7.482,5.771,1.1,0.0,4.118,0.046,0.0,2.504,2.638,0.0,1.461,0.088,0.931,0.544,0.303,3.384,2.856,3.739,3.604,3.524,2.69,1.405,0.447
113,6.621,3.561,0.0,3.664,1.28,1.561,0.0,0.707,0.354,0.0,0.75,0.53,0.0,0.0,0.0,0.0,0.0,0.0,5.187,3.822,0.0,3.0,1.411,0.552,0.0,0.797,0.065,0.0,0.326,0.316,0.0,0.0,0.0,0.0,0.0,0.0,1.434,0.261,0.664,0.131,0.09,0.811,0.226,0.509
114,13.569,9.13,0.671,8.263,7.759,1.332,0.0,6.388,0.0,0.0,3.985,4.806,0.175,3.673,0.068,2.581,1.764,1.113,9.917,5.827,0.068,4.445,3.312,0.589,0.0,2.295,0.0,0.0,1.311,1.419,0.074,0.861,0.019,0.489,0.272,0.14,3.651,3.304,3.819,4.447,4.093,2.653,0.723,0.435
115,10.129,6.736,0.135,5.901,5.002,0.88,0.0,4.445,0.0,0.0,2.33,3.227,0.118,2.169,0.045,1.393,0.744,0.369,7.702,4.399,0.012,3.012,2.015,0.288,0.0,1.413,0.0,0.0,0.645,0.855,0.032,0.448,0.014,0.238,0.104,0.041,2.427,2.337,2.889,2.987,3.032,1.45,0.357,0.449
116,6.569,3.626,0.0,3.365,1.321,0.816,0.0,0.667,0.0,0.0,0.577,0.667,0.0,0.0,0.0,0.0,0.0,0.0,4.033,1.963,0.0,1.2,0.508,0.117,0.0,0.187,0.0,0.0,0.083,0.078,0.0,0.0,0.0,0.0,0.0,0.0,2.536,1.663,2.165,0.813,0.48,0.239,0.034,0.518
117,14.983,10.059,0.837,9.343,7.961,1.58,0.0,6.247,0.0,0.0,3.72,5.422,0.0,4.169,0.151,2.918,1.94,1.343,12.819,7.185,0.123,5.659,3.926,0.83,0.0,2.615,0.0,0.0,1.514,1.917,0.0,1.262,0.052,0.717,0.398,0.244,2.164,2.873,3.685,4.035,3.632,2.14,0.684,0.437
118,19.413,13.601,2.49,12.479,11.632,1.953,0.0,10.295,0.0,0.0,5.464,8.598,0.214,6.86,0.156,5.892,4.793,3.37,15.559,9.143,0.442,7.276,5.892,0.968,0.0,4.598,0.0,0.0,2.33,3.458,0.078,2.403,0.076,1.764,1.207,0.728,3.854,4.458,5.203,5.741,5.697,3.511,1.363,0.425
119,5.113,3.394,0.0,2.743,1.894,0.289,0.0,1.307,0.0,0.0,0.408,0.901,0.0,0.276,0.102,0.059,0.0,0.0,3.834,2.049,0.0,1.281,0.706,0.096,0.0,0.363,0.0,0.0,0.111,0.199,0.0,0.043,0.025,0.007,0.0,0.0,1.279,1.345,1.463,1.188,0.943,0.12,0.015,0.485
120,8.268,5.236,0.0,4.433,3.412,0.704,0.0,2.263,0.0,0.0,1.533,1.559,0.0,1.12,0.083,0.644,0.09,0.0,12.004,12.637,0.0,8.694,7.095,1.163,0.0,3.909,0.0,0.0,2.587,2.573,0.0,2.135,0.028,1.009,0.104,0.0,3.736,7.401,4.261,3.684,1.646,0.829,1.424,0.476
121,9.845,6.13,0.0,5.454,3.8,1.015,0.0,2.962,0.0,0.0,1.663,2.097,0.0,1.221,0.068,0.911,0.286,0.088,7.15,3.709,0.0,2.577,1.599,0.306,0.0,1.007,0.0,0.0,0.468,0.609,0.0,0.276,0.024,0.142,0.039,0.009,2.695,2.421,2.878,2.201,1.956,0.648,0.162,0.472
122,8.268,5.236,0.0,4.405,3.509,0.691,0.0,2.188,0.0,0.0,1.498,1.628,0.0,1.019,0.083,0.472,0.115,0.02,5.742,3.038,0.0,2.02,1.261,0.209,0.0,0.696,0.0,0.0,0.346,0.419,0.0,0.17,0.028,0.063,0.014,0.002,2.525,2.199,2.385,2.249,1.492,0.806,0.137,0.476
123,16.137,11.059,0.948,10.415,9.184,1.741,0.289,7.579,0.0,0.0,4.516,5.764,0.175,4.435,0.068,3.205,2.251,1.487,12.033,7.31,0.111,5.794,3.997,0.749,0.289,2.673,0.0,0.0,1.376,1.688,0.074,1.072,0.014,0.647,0.381,0.213,4.105,3.749,4.621,5.187,4.906,2.775,0.626,0.425
124,13.295,9.232,0.402,8.228,7.106,1.231,0.0,6.463,0.068,0.0,3.464,5.133,0.083,3.185,0.204,2.226,1.457,0.823,10.09,5.98,0.047,4.39,3.282,0.519,0.0,2.405,0.031,0.0,1.293,1.58,0.031,0.828,0.064,0.478,0.254,0.116,3.205,3.252,3.838,3.824,4.058,2.233,0.774,0.44
125,15.405,9.986,0.484,9.112,6.829,1.554,0.0,5.78,0.0,0.0,3.048,4.374,0.0,3.029,0.056,1.961,1.253,0.836,12.306,7.085,0.088,5.173,3.456,0.529,0.0,2.476,0.0,0.0,0.945,1.718,0.0,1.098,0.012,0.538,0.305,0.182,3.1,2.901,3.939,3.373,3.304,1.494,0.416,0.454
126,15.447,9.273,0.179,8.677,6.201,1.857,0.0,5.25,0.0,0.0,3.592,3.529,0.0,2.092,0.056,1.366,0.892,0.368,12.348,6.389,0.014,4.651,2.786,0.767,0.0,1.924,0.0,0.0,1.347,1.042,0.0,0.423,0.012,0.235,0.118,0.045,3.1,2.884,4.025,3.415,3.326,1.735,0.58,0.464
127,12.577,8.041,0.243,7.345,6.395,1.348,0.0,5.026,0.0,0.0,3.433,3.629,0.079,2.609,0.068,1.518,0.833,0.504,9.488,5.5,0.034,4.051,2.919,0.519,0.0,1.961,0.0,0.0,1.1,1.216,0.045,0.711,0.017,0.355,0.159,0.078,3.089,2.541,3.294,3.476,3.065,2.085,0.581,0.447
128,13.284,8.562,0.288,7.635,6.593,1.343,0.0,5.3,0.0,0.0,3.382,3.723,0.096,2.9,0.056,1.705,1.053,0.609,9.997,5.851,0.044,4.289,3.117,0.549,0.0,2.043,0.0,0.0,1.15,1.258,0.056,0.779,0.016,0.404,0.22,0.107,3.287,2.711,3.346,3.476,3.257,2.039,0.6,0.451
129,9.422,6.165,0.1,5.914,4.556,1.122,0.0,3.579,0.0,0.0,2.246,2.998,0.096,2.138,0.068,1.345,0.818,0.329,6.543,3.682,0.007,2.72,1.813,0.336,0.0,1.219,0.0,0.0,0.585,0.792,0.036,0.426,0.024,0.213,0.102,0.032,2.879,2.483,3.194,2.743,2.36,1.124,0.249,0.44
130,13.447,8.452,0.246,7.853,6.987,1.531,0.0,5.185,0.0,0.0,4.122,4.016,0.079,2.747,0.056,1.662,0.917,0.525,8.985,5.088,0.025,3.872,2.716,0.555,0.0,1.76,0.0,0.0,1.108,1.085,0.045,0.606,0.016,0.296,0.138,0.063,4.462,3.363,3.981,4.272,3.426,2.591,0.553,0.445
131,10.129,6.665,0.214,6.309,4.598,1.166,0.0,3.964,0.0,0.0,1.948,3.224,0.096,2.19,0.068,1.512,0.891,0.419,7.319,4.174,0.018,3.114,2.093,0.385,0.0,1.476,0.0,0.0,0.692,0.95,0.036,0.518,0.024,0.28,0.139,0.05,2.81,2.491,3.195,2.506,2.488,0.782,0.307,0.444
132,11.544,7.703,0.304,6.82,5.363,1.082,0.0,4.214,0.0,0.0,2.118,3.462,0.096,2.633,0.068,1.792,1.226,0.668,10.079,5.492,0.051,4.279,2.803,0.631,0.0,1.835,0.0,0.0,0.966,1.282,0.036,0.809,0.024,0.469,0.274,0.131,1.465,2.211,2.541,2.56,2.378,1.036,0.335,0.453
133,9.966,6.847,0.23,5.637,4.907,0.674,0.0,4.037,0.0,0.0,1.829,3.185,0.096,2.341,0.068,1.587,0.971,0.465,8.209,4.69,0.029,3.264,2.388,0.314,0.0,1.647,0.0,0.0,0.742,1.068,0.036,0.642,0.024,0.359,0.181,0.073,1.757,2.157,2.373,2.519,2.39,1.156,0.428,0.456
134,10.251,7.36,0.569,6.534,5.798,0.811,0.0,5.171,0.0,0.0,2.28,4.451,0.0,3.004,0.212,2.231,1.543,1.046,8.027,4.859,0.065,3.545,2.637,0.34,0.0,1.933,0.0,0.0,0.815,1.372,0.0,0.748,0.071,0.464,0.268,0.15,2.224,2.501,2.988,3.161,3.239,1.469,0.476,0.433
135,13.121,8.613,0.471,7.703,6.054,1.28,0.0,4.886,0.0,0.0,2.647,3.662,0.096,2.945,0.056,2.078,1.354,0.798,11.097,6.073,0.076,4.486,3.103,0.571,0.0,2.158,0.0,0.0,1.1,1.364,0.036,0.931,0.021,0.553,0.3,0.147,2.024,2.541,3.217,2.951,2.728,1.367,0.529,0.453
136,13.121,8.613,0.471,7.703,6.054,1.28,0.0,4.886,0.0,0.0,2.647,3.662,0.096,2.945,0.056,2.078,1.354,0.798,10.41,5.729,0.062,4.117,2.835,0.472,0.0,1.94,0.0,0.0,0.912,1.232,0.036,0.812,0.021,0.476,0.26,0.129,2.711,2.884,3.587,3.219,2.947,1.367,0.44,0.453
137,10.251,7.381,0.587,6.455,5.857,0.81,0.0,5.028,0.0,0.0,2.232,4.338,0.079,3.204,0.151,2.411,1.75,1.023,8.762,5.265,0.098,3.92,3.055,0.389,0.0,2.273,0.0,0.0,0.957,1.659,0.031,1.006,0.068,0.65,0.402,0.2,1.489,2.117,2.535,2.802,2.756,1.422,0.568,0.434
138,11.87,7.575,0.195,6.804,6.339,1.184,0.0,4.979,0.0,0.0,3.662,3.688,0.096,2.654,0.037,1.735,0.931,0.466,9.731,5.279,0.025,3.883,2.712,0.507,0.0,1.84,0.0,0.0,1.15,1.132,0.029,0.677,0.012,0.382,0.163,0.069,2.139,2.296,2.921,3.628,3.14,2.478,0.643,0.446
139,13.405,9.131,0.802,8.571,7.042,1.449,0.0,5.822,0.0,0.0,3.045,4.902,0.0,3.715,0.207,2.428,1.8,1.183,10.037,5.951,0.096,4.506,3.17,0.532,0.0,2.187,0.0,0.0,1.004,1.56,0.0,0.925,0.073,0.547,0.325,0.185,3.369,3.18,4.065,3.871,3.635,1.596,0.472,0.435
140,12.535,8.737,0.688,7.949,6.631,1.16,0.0,5.67,0.0,0.0,2.637,4.678,0.0,3.387,0.226,2.335,1.671,1.129,9.667,5.817,0.09,4.325,3.077,0.457,0.0,2.166,0.0,0.0,0.918,1.525,0.0,0.877,0.077,0.537,0.315,0.181,2.868,2.92,3.624,3.554,3.504,1.476,0.461,0.437
141,11.87,7.575,0.195,6.804,6.339,1.184,0.0,4.979,0.0,0.0,3.662,3.688,0.096,2.654,0.037,1.735,0.931,0.466,9.044,4.793,0.016,3.54,2.558,0.507,0.0,1.674,0.0,0.0,1.15,1.016,0.029,0.59,0.012,0.302,0.126,0.05,2.826,2.781,3.264,3.781,3.305,2.478,0.643,0.446
142,8.552,5.788,0.099,5.194,4.236,0.772,0.0,3.645,0.0,0.0,1.885,2.609,0.118,1.646,0.068,1.136,0.681,0.241,6.02,3.353,0.005,2.368,1.651,0.248,0.0,1.105,0.0,0.0,0.528,0.628,0.032,0.305,0.024,0.163,0.073,0.018,2.532,2.434,2.825,2.585,2.54,1.112,0.28,0.445
143,12.861,8.592,0.565,8.04,7.605,1.375,0.0,5.905,0.0,0.0,4.151,4.28,0.241,3.385,0.037,2.46,1.603,1.032,10.564,6.249,0.115,5.008,3.855,0.631,0.0,2.736,0.0,0.0,1.423,1.524,0.172,1.021,0.012,0.643,0.385,0.229,2.298,2.343,3.032,3.75,3.169,2.776,0.791,0.43
144,17.949,11.502,0.346,9.284,7.809,1.098,0.0,5.265,0.0,0.0,3.448,3.552,0.0,2.29,0.037,1.421,0.78,0.52,14.921,8.492,0.092,5.938,4.222,0.565,0.0,2.558,0.0,0.0,1.433,1.602,0.0,0.939,0.016,0.523,0.268,0.157,3.029,3.01,3.346,3.587,2.707,2.35,0.868,0.479
145,48.432,30.615,1.938,28.258,21.519,5.44,0.0,16.795,0.177,0.0,10.813,10.814,0.0,8.509,0.093,5.39,3.943,2.591,37.578,22.318,0.489,17.568,12.022,2.529,0.0,7.969,0.046,0.0,4.535,4.918,0.0,3.177,0.054,1.926,1.228,0.749,10.854,8.298,10.69,9.497,8.825,5.373,2.007,0.457
146,21.129,13.812,1.172,12.706,10.29,2.261,0.0,8.31,0.0,0.0,4.814,7.216,0.064,5.153,0.151,3.892,2.897,1.753,16.525,9.049,0.153,6.762,4.766,0.902,0.0,3.259,0.0,0.0,1.8,2.346,0.028,1.433,0.052,0.875,0.546,0.284,4.604,4.763,5.944,5.525,5.051,2.553,0.898,0.446
147,8.199,4.538,0.0,4.116,2.608,1.335,0.0,1.524,0.177,0.0,1.948,0.577,0.0,0.0,0.0,0.0,0.0,0.0,7.791,5.997,0.0,6.017,4.489,1.159,0.0,2.183,0.137,0.0,2.194,0.771,0.0,0.0,0.0,0.0,0.0,0.0,0.408,1.459,1.901,1.88,0.658,0.613,1.035,0.504
148,8.268,5.182,0.0,4.755,2.94,0.901,0.0,2.231,0.0,0.0,1.05,1.746,0.0,0.837,0.083,0.615,0.156,0.039,6.165,3.249,0.0,2.228,1.188,0.26,0.0,0.748,0.0,0.0,0.275,0.454,0.0,0.168,0.028,0.087,0.023,0.005,2.103,1.932,2.527,1.752,1.483,0.149,0.015,0.471
149,11.638,6.804,0.0,7.243,4.361,2.321,0.0,3.136,0.289,0.0,3.056,2.567,0.0,1.717,0.068,0.98,0.312,0.205,9.714,7.355,0.0,6.293,3.622,1.472,0.0,2.182,0.095,0.0,1.984,1.54,0.0,0.989,0.024,0.475,0.125,0.052,1.924,0.551,0.95,0.739,0.953,0.735,0.511,0.454
150,10.06,5.893,0.0,6.372,3.571,2.123,0.0,2.742,0.289,0.0,2.459,1.774,0.118,1.255,0.0,0.781,0.26,0.0,8.146,5.396,0.0,4.812,3.082,1.083,0.0,1.905,0.059,0.0,1.688,1.136,0.061,0.679,0.0,0.33,0.041,0.0,1.914,0.497,1.56,0.489,0.837,0.336,0.605,0.453
151,13.544,8.651,0.137,6.845,5.72,0.885,0.0,4.398,0.0,0.0,2.429,3.449,0.0,2.126,0.068,1.185,0.507,0.277,11.958,6.712,0.025,4.281,3.041,0.446,0.0,2.051,0.0,0.0,1.056,1.334,0.0,0.722,0.024,0.37,0.12,0.051,1.586,1.939,2.565,2.68,2.347,1.544,0.61,0.481
152,16.165,10.382,0.293,9.893,7.155,2.188,0.0,5.707,0.204,0.0,3.778,3.807,0.0,2.602,0.185,1.939,0.906,0.551,13.28,8.81,0.153,7.177,5.085,1.039,0.0,3.427,0.051,0.0,1.787,2.315,0.0,1.384,0.13,0.87,0.43,0.257,2.885,1.572,2.716,2.069,2.281,1.591,0.748,0.451
153,4.284,2.27,0.0,1.802,0.816,0.408,0.0,0.0,0.0,0.0,0.408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.855,1.178,0.0,0.668,0.157,0.102,0.0,0.0,0.0,0.0,0.046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.429,1.092,1.134,0.659,0.0,0.0,0.056,0.568
