,LDI,Mac,Mnc,Mpc,QCmax,QCmin,QCss,QHmax,QHmin,QHss,QNmax,QNmin,QNss,QOmax,QOmin,QOss,Qass,Qmax,Qmin,Rnc,Rpc,SPP,Tac,Tnc,Tpc
128,0.317,0.134,-0.254,0.091,0.33,-0.061,0.225,0.211,0.023,0.154,-0.274,-0.274,0.15,-0.248,-0.394,0.563,1.092,0.33,-0.394,0.172,0.145,0.724,4.564,-2.282,2.282
129,0.248,0.145,-0.172,0.125,0.352,-0.035,0.159,0.297,0.065,0.133,-0.349,-0.349,0.122,-0.245,-0.477,0.287,0.744,0.352,-0.477,0.347,0.256,0.829,2.75,-1.375,1.375
130,0.36,0.191,-0.307,0.138,0.33,0.053,0.312,0.211,0.059,0.199,-0.268,-0.271,0.146,-0.248,-0.394,0.706,1.402,0.33,-0.394,0.142,0.119,0.724,5.531,-2.766,2.766
131,0.234,0.146,-0.21,0.112,0.307,-0.034,0.117,0.296,0.044,0.225,-0.361,-0.361,0.13,-0.252,-0.508,0.553,1.025,0.307,-0.508,0.303,0.183,0.815,3.353,-1.676,1.676
132,0.198,0.076,-0.129,0.054,0.119,-0.034,0.025,0.166,0.033,0.076,-0.309,-0.361,0.226,-0.497,-0.497,0.247,0.573,0.166,-0.497,0.385,0.129,0.663,2.581,-1.291,1.291
133,0.185,0.092,-0.143,0.068,0.119,-0.034,0.025,0.166,0.033,0.095,-0.33,-0.361,0.239,-0.497,-0.497,0.247,0.605,0.166,-0.497,0.386,0.129,0.663,2.577,-1.289,1.289
134,0.125,0.086,-0.094,0.079,0.256,-0.062,0.095,0.17,0.062,0.06,-0.321,-0.321,0.103,-0.269,-0.269,0.072,0.331,0.256,-0.321,0.312,0.248,0.577,2.062,-1.031,1.031
135,0.226,0.098,-0.18,0.068,0.216,-0.021,0.083,0.166,0.033,0.093,-0.356,-0.361,0.257,-0.275,-0.495,0.321,0.761,0.216,-0.495,0.305,0.133,0.711,3.242,-1.621,1.621
136,0.254,0.119,-0.253,0.078,0.216,-0.021,0.108,0.293,0.033,0.18,-0.356,-0.361,0.257,-0.275,-0.504,0.573,1.118,0.293,-0.504,0.249,0.145,0.797,4.049,-2.025,2.025
137,0.185,0.087,-0.14,0.063,0.119,-0.034,0.027,0.166,0.033,0.08,-0.311,-0.357,0.224,-0.497,-0.497,0.247,0.578,0.166,-0.497,0.395,0.132,0.663,2.514,-1.257,1.257
138,0.363,0.128,-0.246,0.086,0.332,0.018,0.254,0.104,0.045,0.033,-0.218,-0.324,0.299,-0.247,-0.267,0.132,0.734,0.332,-0.324,0.188,0.193,0.656,3.443,-1.721,1.721
139,0.208,0.129,-0.182,0.1,0.17,-0.052,0.107,0.293,0.039,0.211,0.0,0.0,0.0,-0.294,-0.508,0.837,1.155,0.293,-0.508,0.253,0.146,0.801,4.014,-2.007,2.007
140,0.171,0.11,-0.15,0.087,0.17,-0.062,0.105,0.293,0.039,0.128,0.0,0.0,0.0,-0.294,-0.508,0.579,0.812,0.293,-0.508,0.307,0.177,0.801,3.306,-1.653,1.653
141,0.381,0.142,-0.284,0.095,0.332,0.018,0.257,0.21,0.046,0.08,-0.218,-0.322,0.298,-0.247,-0.395,0.288,0.923,0.332,-0.395,0.198,0.167,0.727,3.98,-1.99,1.99
142,0.18,0.127,-0.179,0.098,0.294,-0.055,0.117,0.19,0.063,0.056,0.065,-0.271,0.111,-0.258,-0.258,0.133,0.418,0.294,-0.271,0.252,0.274,0.565,2.151,-1.076,1.076
143,0.296,0.106,-0.18,0.075,0.332,-0.053,0.263,0.168,0.027,0.048,-0.215,-0.336,0.305,-0.247,-0.267,0.132,0.749,0.332,-0.336,0.187,0.185,0.668,3.595,-1.797,1.797
144,0.126,0.064,-0.114,0.044,0.185,-0.103,0.126,0.211,0.027,0.078,0.0,0.0,0.0,-0.289,-0.384,0.315,0.519,0.211,-0.384,0.24,0.132,0.595,3.192,-1.596,1.596
145,0.205,0.113,-0.2,0.079,0.311,-0.079,0.435,0.296,0.024,0.709,-0.323,-0.323,0.104,-0.252,-0.481,2.435,3.684,0.311,-0.481,0.062,0.04,0.792,15.592,-7.796,7.796
146,0.258,0.121,-0.167,0.095,0.341,-0.048,0.36,0.296,0.03,0.151,-0.28,-0.28,0.078,-0.248,-0.497,0.879,1.475,0.341,-0.497,0.175,0.12,0.838,5.672,-2.836,2.836
147,0.434,0.118,-0.196,0.084,0.224,-0.007,0.053,0.174,0.033,0.046,-0.277,-0.277,0.077,-0.255,-0.309,0.236,0.538,0.352,-0.309,0.263,0.3,0.661,2.351,-1.175,1.175
148,0.245,0.122,-0.174,0.093,0.221,-0.035,0.067,0.293,0.033,0.135,-0.326,-0.326,0.106,-0.275,-0.508,0.334,0.642,0.293,-0.508,0.418,0.241,0.801,2.431,-1.215,1.215
149,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,0.0,0.0
150,0.345,0.159,-0.189,0.137,0.249,0.015,0.157,0.172,0.033,0.07,-0.119,-0.301,0.169,-0.205,-0.275,0.159,0.631,0.267,-0.301,0.199,0.177,0.568,3.023,-1.511,1.511
151,0.19,0.075,-0.11,0.057,0.243,-0.062,0.11,0.081,0.023,0.045,-0.287,-0.287,0.082,-0.273,-0.361,0.205,0.455,0.243,-0.361,0.252,0.17,0.604,2.866,-1.433,1.433
152,0.222,0.091,-0.12,0.074,0.328,-0.053,0.161,0.185,0.027,0.091,-0.231,-0.335,0.165,-0.201,-0.295,0.229,0.716,0.328,-0.335,0.175,0.172,0.663,3.828,-1.914,1.914
153,0.316,0.16,-0.267,0.114,0.24,0.017,0.058,0.246,0.033,0.103,-0.238,-0.238,0.057,-0.273,-0.289,0.158,0.375,0.246,-0.289,0.361,0.307,0.535,1.6,-0.8,0.8
154,0.319,0.114,-0.192,0.081,0.326,-0.063,0.18,0.296,0.023,0.128,-0.343,-0.343,0.118,-0.25,-0.48,0.368,0.794,0.326,-0.48,0.312,0.212,0.806,3.075,-1.538,1.538
155,0.234,0.121,-0.17,0.094,0.326,-0.062,0.191,0.296,0.033,0.144,-0.343,-0.343,0.117,-0.25,-0.48,0.368,0.821,0.326,-0.48,0.283,0.192,0.806,3.395,-1.697,1.697
156,0.236,0.121,-0.194,0.088,0.326,-0.062,0.185,0.296,0.033,0.175,-0.343,-0.361,0.248,-0.25,-0.48,0.368,0.976,0.326,-0.48,0.247,0.168,0.806,3.882,-1.941,1.941
157,0.12,0.088,-0.106,0.076,0.197,-0.061,0.07,0.167,0.062,0.06,-0.354,-0.354,0.126,-0.288,-0.288,0.083,0.339,0.197,-0.354,0.334,0.186,0.551,2.119,-1.059,1.059
158,0.253,0.125,-0.173,0.098,0.307,-0.056,0.161,0.296,0.033,0.14,-0.326,-0.326,0.106,-0.252,-0.481,0.371,0.777,0.307,-0.481,0.308,0.197,0.788,3.121,-1.561,1.561
159,0.217,0.093,-0.161,0.066,0.245,-0.065,0.217,0.246,0.023,0.209,-0.238,-0.344,0.287,-0.272,-0.394,0.463,1.177,0.246,-0.394,0.136,0.085,0.64,5.778,-2.889,2.889
160,0.381,0.177,-0.299,0.126,0.302,0.067,0.219,0.21,0.059,0.162,-0.173,-0.369,0.4,-0.265,-0.394,0.354,1.135,0.302,-0.394,0.165,0.126,0.696,4.781,-2.391,2.391
161,0.093,0.064,-0.078,0.054,0.09,-0.062,0.053,0.086,0.028,0.04,-0.245,-0.252,0.123,0.0,0.0,0.0,0.217,0.09,-0.252,0.247,0.088,0.342,2.041,-1.02,1.02
162,0.182,0.151,-0.168,0.138,0.157,-0.051,0.095,0.293,0.063,0.189,-0.192,-0.192,0.073,-0.504,-0.504,0.509,0.866,0.293,-0.504,0.333,0.194,0.797,3.027,-1.513,1.513
