,AW,Arto,BertzCT,DZ,GMTI,Geto,Hato,Ipc,J,MZM1,MZM2,Platt,Pol,Qindex,Sito,Thara,Tigdi,Tsch,W,Xu,ZM1,ZM2,diametert,petitjeant,radiust
335,4.333,2.08,2.894,55.167,3.689,1.884,1.685,5.445,2.739,10.861,1.632,74,45.0,16.0,6.878,95.911,4.093,5190.0,1300.0,23.093,126,151,9.0,0.444,5.0
336,4.929,2.19,2.887,45.5,3.664,2.102,2.0,5.005,1.842,5.917,1.103,62,28.0,15.0,6.776,68.976,3.656,4488.0,1035.0,21.076,108,124,13.0,0.462,7.0
337,4.725,2.105,2.756,41.0,3.521,1.995,1.869,4.377,2.104,6.306,1.018,52,25.0,11.0,5.697,58.201,3.497,3376.0,808.0,19.402,92,103,12.0,0.5,6.0
338,5.72,2.08,2.873,54.333,3.835,1.897,1.714,5.407,2.1,10.34,1.283,74,37.0,16.0,6.952,87.548,3.896,6998.0,1716.0,24.62,126,143,15.0,0.467,8.0
339,3.808,2.0,2.603,34.667,3.202,1.815,1.641,3.518,2.905,7.146,1.212,44,23.0,9.0,4.141,45.957,3.307,1792.0,457.0,16.07,76,86,9.0,0.444,5.0
340,6.481,2.222,2.905,59.333,4.039,2.142,2.051,6.405,1.233,7.139,1.247,82,38.0,20.0,8.934,96.981,3.968,10130.0,2275.0,26.78,142,164,17.0,0.471,9.0
341,4.329,2.182,2.85,51.0,3.648,2.059,1.927,5.177,2.006,6.868,1.051,68,30.0,17.0,6.901,77.459,3.837,4338.0,1000.0,21.199,116,135,9.0,0.444,5.0
342,2.333,2.0,2.429,22.0,2.464,1.817,1.636,2.018,3.336,4.083,0.519,24,10.0,6.0,2.334,19.533,2.534,357.0,84.0,8.654,42,46,5.0,0.4,3.0
343,5.002,2.2,2.923,67.5,3.971,1.959,1.731,6.577,1.71,12.528,1.407,110,69.0,31.0,8.758,130.991,4.307,9231.0,2176.0,27.237,176,226,14.0,0.5,7.0
344,4.358,2.1,2.805,47.0,3.519,1.927,1.752,4.415,2.338,7.868,0.976,60,29.0,14.0,5.697,65.38,3.641,3420.0,828.0,19.665,102,116,9.0,0.444,5.0
345,4.139,2.182,2.886,50.0,3.605,2.017,1.833,5.078,2.197,8.0,1.218,70,41.0,18.0,6.702,80.117,3.852,4060.0,956.0,20.865,118,143,11.0,0.455,6.0
346,3.509,2.211,2.883,43.0,3.412,2.019,1.81,4.338,2.534,7.25,0.927,64,36.0,18.0,5.799,66.117,3.684,2607.0,600.0,17.933,106,130,7.0,0.429,4.0
347,4.74,2.25,2.982,73.0,4.023,1.986,1.738,7.04,1.66,13.451,1.5,126,79.0,38.0,9.537,150.653,4.458,10190.0,2351.0,28.123,198,260,12.0,0.5,6.0
348,4.242,2.222,2.896,59.5,3.811,1.954,1.705,5.943,1.864,11.778,1.239,104,67.0,31.0,7.855,116.462,4.216,6394.0,1489.0,24.316,164,215,11.0,0.455,6.0
349,2.333,2.0,2.495,22.5,2.464,1.817,1.636,2.018,3.524,4.083,0.519,24,10.0,6.0,2.334,19.533,2.534,357.0,84.0,8.654,42,46,5.0,0.4,3.0
350,4.092,2.111,2.751,39.5,3.405,1.963,1.8,4.114,2.401,6.667,0.973,52,27.0,12.0,5.271,55.994,3.481,2620.0,626.0,17.984,90,104,10.0,0.5,5.0
351,7.002,2.229,3.034,75.5,4.297,2.134,2.029,8.14,1.215,9.562,1.672,110,58.0,27.0,11.519,146.278,4.4,18378.0,4166.0,32.447,188,224,17.0,0.471,9.0
352,4.129,2.0,2.71,46.5,3.386,1.761,1.551,3.943,3.195,9.729,1.016,56,28.0,12.0,4.669,60.361,3.584,2729.0,706.0,18.64,94,106,9.0,0.444,5.0
353,4.963,2.154,2.98,55.5,3.838,2.014,1.857,5.962,2.061,9.0,1.468,78,42.0,18.0,7.906,98.459,4.053,6812.0,1613.0,24.586,134,159,12.0,0.5,6.0
354,9.024,1.96,3.028,115.5,4.595,1.774,1.596,9.994,5.981,23.778,3.096,128,67.0,16.0,12.45,227.362,4.932,41992.0,11054.0,43.169,226,244,21.0,0.476,11.0
355,4.471,2.095,2.887,48.333,3.575,1.904,1.714,4.676,2.407,8.729,1.037,64,30.0,15.0,5.873,70.519,3.716,3875.0,939.0,20.591,108,124,10.0,0.5,5.0
356,3.59,2.0,2.446,28.5,2.996,1.872,1.733,2.96,2.64,5.083,0.873,32,15.0,6.0,3.539,32.519,2.954,1117.0,280.0,13.523,58,63,9.0,0.444,5.0
357,3.648,2.286,2.787,45.5,3.553,2.143,1.984,4.982,1.954,6.34,1.047,74,44.0,22.0,6.952,78.646,3.843,3443.0,766.0,19.575,122,153,8.0,0.375,5.0
358,4.131,2.111,2.769,42.5,3.398,1.963,1.8,4.183,2.265,6.667,1.162,52,26.0,12.0,5.271,55.64,3.475,2617.0,632.0,17.957,90,105,9.0,0.444,5.0
359,4.608,2.0,2.625,39.0,3.41,1.805,1.624,3.837,2.429,8.257,0.993,50,24.0,10.0,4.618,52.765,3.427,2788.0,705.0,18.43,86,95,10.0,0.5,5.0
360,2.691,2.0,2.466,26.0,2.703,1.801,1.61,2.427,3.232,5.194,0.643,30,14.0,7.0,2.812,26.667,2.824,603.0,148.0,10.781,52,58,5.0,0.4,3.0
361,4.996,2.182,2.81,48.5,3.72,2.032,1.872,5.076,1.58,7.479,0.993,70,30.0,18.0,6.776,74.626,3.734,5048.0,1154.0,21.897,118,137,13.0,0.462,7.0
362,7.825,2.118,3.024,75.0,4.274,1.954,1.782,7.445,1.461,12.924,1.822,102,52.0,22.0,9.889,132.614,4.288,18350.0,4390.0,32.473,174,201,21.0,0.476,11.0
363,7.376,2.129,3.0,68.5,4.177,2.004,1.869,6.888,1.481,10.34,1.535,90,44.0,19.0,9.36,115.342,4.151,14519.0,3430.0,30.212,156,176,20.0,0.5,10.0
364,7.572,2.121,3.035,72.833,4.238,1.987,1.842,7.28,1.513,11.451,1.763,96,49.0,20.0,9.838,127.068,4.251,16799.0,3998.0,31.647,166,189,19.0,0.474,10.0
365,4.12,2.167,2.886,54.333,3.665,1.958,1.745,5.432,2.258,9.812,1.57,80,50.0,21.0,7.003,93.544,4.021,4740.0,1137.0,22.156,132,167,10.0,0.5,5.0
366,3.152,2.133,2.655,30.0,3.123,1.955,1.765,3.456,2.712,5.917,0.785,46,25.0,12.0,4.368,44.717,3.308,1410.0,331.0,14.542,78,92,6.0,0.333,4.0
367,3.637,2.0,2.439,32.0,3.072,1.88,1.75,3.213,2.57,5.333,1.04,34,17.0,6.0,3.84,36.533,3.085,1318.0,331.0,14.37,62,68,8.0,0.5,4.0
368,3.858,2.2,2.86,43.5,3.517,2.065,1.92,4.662,2.138,6.368,0.954,64,35.0,17.0,6.299,69.511,3.715,3218.0,733.0,19.21,108,130,9.0,0.444,5.0
369,6.262,2.154,2.868,56.333,3.956,2.027,1.891,5.887,1.445,8.479,1.28,78,39.0,18.0,7.98,91.644,3.92,8714.0,2035.0,25.848,134,154,17.0,0.471,9.0
370,2.853,2.235,2.67,36.333,3.203,1.914,1.632,3.882,2.317,8.243,0.774,70,42.0,23.0,4.794,59.867,3.629,1695.0,388.0,15.528,108,148,6.0,0.5,3.0
371,4.494,2.182,2.877,50.0,3.652,2.017,1.833,4.983,1.984,8.0,1.18,70,38.0,18.0,6.702,77.86,3.795,4448.0,1038.0,21.276,118,141,11.0,0.455,6.0
372,4.095,2.095,2.789,46.0,3.525,1.863,1.636,4.557,2.641,9.861,1.154,66,38.0,16.0,5.674,73.087,3.781,3516.0,860.0,20.051,110,132,8.0,0.5,4.0
373,4.284,2.1,2.678,42.0,3.516,1.966,1.818,4.563,2.316,7.167,1.287,56,30.0,12.0,5.873,65.449,3.654,3374.0,814.0,19.669,98,113,11.0,0.455,6.0
374,5.344,2.0,2.46,49.5,3.72,1.852,1.704,5.144,2.58,9.757,1.74,62,31.0,10.0,6.424,80.853,3.869,5694.0,1475.0,23.533,110,120,14.0,0.5,7.0
375,3.368,2.118,2.631,38.0,3.261,1.914,1.714,3.843,2.4,7.118,0.914,54,32.0,14.0,4.794,54.63,3.504,1924.0,458.0,16.379,90,110,8.0,0.5,4.0
376,2.864,2.0,2.517,26.0,2.819,1.817,1.636,2.678,3.316,5.444,0.705,32,18.0,7.0,3.113,30.483,2.953,766.0,189.0,11.82,56,62,6.0,0.5,3.0
377,4.758,1.857,2.207,31.0,3.14,1.739,1.615,2.967,2.99,6.222,0.938,28,11.0,2.0,3.362,32.369,2.941,1604.0,433.0,15.419,54,52,11.0,0.455,6.0
378,5.007,2.16,2.969,53.0,3.801,2.038,1.899,5.759,2.069,8.139,1.616,74,43.0,17.0,7.73,92.292,3.97,6315.0,1502.0,23.931,128,153,12.0,0.5,6.0
379,3.382,2.118,2.835,39.833,3.253,1.869,1.645,3.634,2.79,7.819,0.742,58,29.0,16.0,4.618,54.712,3.499,1920.0,460.0,16.301,94,111,7.0,0.429,4.0
380,4.385,2.231,2.835,57.0,3.799,2.005,1.783,5.855,1.735,10.215,1.296,96,59.0,28.0,7.855,107.41,4.123,6169.0,1425.0,23.87,154,198,12.0,0.5,6.0
381,5.022,2.207,2.896,64.0,3.947,1.985,1.766,6.418,1.655,11.576,1.359,104,62.0,29.0,8.633,122.886,4.241,8700.0,2039.0,26.616,168,212,14.0,0.5,7.0
382,3.7,2.1,2.887,50.0,3.427,1.824,1.589,4.149,2.868,9.882,0.825,70,35.0,19.0,5.22,70.248,3.751,2868.0,703.0,18.842,112,132,7.0,0.429,4.0
383,1.8,1.6,1.633,13.0,1.556,1.431,1.304,0.985,2.847,3.361,0.5,8,2.0,1.0,0.778,6.667,1.556,68.0,18.0,4.301,16,14,3.0,0.333,2.0
384,3.441,2.118,2.742,36.0,3.259,1.928,1.729,3.916,2.723,7.028,0.928,52,27.0,13.0,4.845,53.719,3.496,1943.0,468.0,16.411,88,105,7.0,0.429,4.0
385,3.848,2.0,2.512,32.0,3.151,1.817,1.636,3.27,2.759,6.806,0.872,40,19.0,8.0,3.891,40.952,3.183,1591.0,404.0,15.353,70,77,9.0,0.444,5.0
386,4.088,2.0,2.561,36.0,3.298,1.838,1.672,3.741,2.68,7.306,1.205,44,23.0,8.0,4.493,49.396,3.382,2189.0,556.0,17.164,78,87,9.0,0.444,5.0
387,3.713,2.118,2.72,39.4,3.3,1.928,1.729,3.901,2.335,7.028,0.994,52,26.0,13.0,4.845,52.547,3.431,2105.0,505.0,16.734,88,104,9.0,0.444,5.0
388,3.374,2.0,2.334,31.333,3.027,1.865,1.732,3.155,2.545,5.424,1.031,36,19.0,7.0,3.788,37.654,3.135,1214.0,307.0,14.094,64,72,8.0,0.5,4.0
389,3.33,2.143,2.69,30.5,3.11,2.034,1.909,3.33,2.537,4.444,0.726,40,19.0,10.0,4.317,38.813,3.133,1322.0,303.0,14.085,70,80,8.0,0.5,4.0
390,4.873,2.167,2.961,52.833,3.765,1.982,1.789,5.391,1.889,9.201,1.117,78,39.0,20.0,7.128,87.451,3.911,5742.0,1345.0,23.076,130,154,11.0,0.455,6.0
391,2.6,2.182,2.562,23.5,2.789,2.097,2.0,2.817,2.76,3.083,0.664,32,14.0,9.0,3.539,27.683,2.837,652.0,143.0,10.758,56,66,6.0,0.5,3.0
392,4.747,2.16,2.988,54.833,3.775,1.992,1.807,5.671,2.232,9.361,1.385,78,42.0,19.0,7.48,94.143,4.005,5974.0,1424.0,23.651,132,158,12.0,0.5,6.0
393,4.59,2.19,2.849,45.5,3.628,2.045,1.881,4.937,1.866,7.139,1.053,66,34.0,17.0,6.526,71.456,3.697,4170.0,964.0,20.694,112,134,11.0,0.455,6.0
394,2.795,2.154,2.672,26.3,2.954,1.992,1.814,3.053,2.967,4.806,0.681,40,21.0,11.0,3.891,36.317,3.118,958.0,218.0,12.569,68,81,6.0,0.5,3.0
395,5.904,2.0,2.93,76.7,4.067,1.792,1.594,7.066,3.726,16.444,2.36,94,57.0,16.0,8.611,142.825,4.461,12630.0,3312.0,30.7,162,188,14.0,0.429,8.0
396,3.721,2.0,2.652,34.7,3.24,1.777,1.569,3.64,3.144,8.528,1.117,48,27.0,10.0,4.243,51.451,3.442,1969.0,506.0,16.697,82,95,8.0,0.5,4.0
397,5.815,2.0,2.932,71.7,4.007,1.795,1.6,6.678,3.574,15.333,2.236,88,53.0,15.0,8.134,129.463,4.355,11016.0,2884.0,29.349,152,176,14.0,0.429,8.0
398,7.442,2.059,3.04,71.4,4.221,1.851,1.645,7.103,1.94,15.556,1.922,100,57.0,20.0,9.088,134.691,4.329,16852.0,4175.0,32.051,170,198,17.0,0.471,9.0
399,7.475,2.047,3.191,92.9,4.413,1.819,1.602,8.885,2.504,20.861,2.743,128,81.0,25.0,11.173,199.778,4.748,26680.0,6750.0,37.611,216,259,18.0,0.5,9.0
400,4.552,2.19,2.912,45.0,3.625,2.074,1.938,4.878,2.121,6.528,1.035,64,33.0,16.0,6.651,71.45,3.702,4137.0,956.0,20.705,110,129,12.0,0.5,6.0
401,3.283,2.125,2.801,36.0,3.186,1.923,1.714,3.709,2.859,6.778,0.866,50,26.0,13.0,4.544,49.352,3.405,1649.0,394.0,15.453,84,101,7.0,0.429,4.0
402,4.507,2.118,2.693,37.5,3.421,2.028,1.925,4.059,1.812,5.194,0.894,46,19.0,10.0,5.22,48.652,3.322,2627.0,613.0,17.689,82,91,11.0,0.455,6.0
403,5.043,2.16,2.92,53.333,3.821,2.038,1.899,5.778,1.857,8.139,1.265,74,36.0,17.0,7.73,90.61,3.989,6466.0,1513.0,23.998,128,148,11.0,0.455,6.0
404,2.689,2.0,2.346,22.5,2.635,1.888,1.765,2.376,2.853,3.722,0.707,24,11.0,5.0,2.76,22.383,2.634,504.0,121.0,10.028,44,48,6.0,0.5,3.0
405,4.538,2.148,2.987,60.5,3.815,1.971,1.78,6.084,2.256,10.472,1.528,84,47.0,20.0,7.958,108.588,4.204,6617.0,1593.0,24.7,142,171,9.0,0.444,5.0
406,3.742,2.125,2.68,34.5,3.264,2.03,1.92,3.878,2.294,4.944,0.955,44,20.0,10.0,4.919,46.628,3.316,1902.0,449.0,16.091,78,89,9.0,0.444,5.0
407,3.813,2.0,2.454,30.5,3.106,1.88,1.75,3.209,2.377,5.333,0.936,34,16.0,6.0,3.84,36.004,3.058,1398.0,347.0,14.589,62,67,9.0,0.444,5.0
408,10.286,2.245,3.28,106.667,4.769,2.14,2.021,11.3,0.925,13.729,2.369,158,81.0,39.0,16.188,227.519,4.806,53584.0,12096.0,43.525,268,321,27.0,0.481,14.0
409,7.072,2.128,3.213,101.75,4.517,1.957,1.774,10.114,1.741,18.25,2.424,142,78.0,30.0,13.706,233.103,4.971,31988.0,7645.0,39.669,242,281,16.0,0.375,10.0
410,3.721,2.3,2.93,41.75,3.539,2.195,2.069,4.826,2.102,5.389,0.867,68,37.0,20.0,6.827,71.509,3.733,3248.0,707.0,19.022,114,139,9.0,0.444,5.0
411,3.233,2.125,2.607,33.833,3.195,1.979,1.829,3.72,2.483,5.646,0.988,48,28.0,12.0,4.743,49.493,3.423,1646.0,388.0,15.475,82,99,7.0,0.429,4.0
412,4.234,2.105,2.78,41.0,3.468,1.965,1.81,4.354,2.34,6.917,1.035,54,28.0,12.0,5.572,60.35,3.56,3018.0,724.0,18.869,94,108,10.0,0.5,5.0
413,3.474,2.211,2.916,43.0,3.407,2.05,1.869,4.52,2.682,6.639,1.156,62,35.0,17.0,5.924,66.088,3.701,2578.0,594.0,17.902,104,129,7.0,0.429,4.0
414,3.808,2.25,2.768,35.5,3.348,2.213,2.182,4.091,1.861,3.444,0.747,48,19.0,13.0,5.521,47.364,3.303,2103.0,457.0,16.236,84,98,8.0,0.5,4.0
415,5.133,2.24,2.93,57.5,3.856,2.13,2.0,6.018,1.626,7.25,1.302,80,39.0,21.0,8.207,92.707,3.952,6800.0,1540.0,24.12,136,165,13.0,0.462,7.0
416,3.11,2.143,2.745,31.5,3.065,1.993,1.826,3.259,2.856,5.056,0.725,42,21.0,11.0,4.192,39.819,3.18,1224.0,283.0,13.765,72,84,7.0,0.429,4.0
417,3.475,2.125,2.735,35.167,3.229,1.958,1.778,3.641,2.633,6.167,0.848,48,25.0,12.0,4.669,48.331,3.361,1768.0,417.0,15.746,82,96,8.0,0.5,4.0
418,12.257,2.232,3.266,158.0,5.14,2.045,1.844,15.041,0.752,25.076,3.267,240,140.0,62.0,21.436,384.98,5.328,126516.0,28756.0,56.01,394,488,33.0,0.485,17.0
419,5.437,2.16,2.95,58.0,3.852,2.005,1.84,5.665,1.786,8.84,1.155,78,36.0,19.0,7.554,89.639,3.922,6957.0,1631.0,24.38,132,152,13.0,0.462,7.0
420,4.879,1.857,2.122,30.0,3.154,1.775,1.68,3.049,2.884,5.611,1.062,26,11.0,1.0,3.487,31.945,2.926,1646.0,444.0,15.541,52,50,12.0,0.5,6.0
421,4.503,2.105,2.769,45.5,3.496,1.923,1.74,4.287,2.125,7.618,0.914,58,26.0,14.0,5.396,59.665,3.527,3213.0,770.0,19.117,98,112,10.0,0.5,5.0
422,7.875,2.167,3.031,77.5,4.35,2.056,1.929,8.084,1.252,11.222,1.785,106,54.0,23.0,11.269,145.151,4.393,21268.0,4961.0,33.796,184,211,19.0,0.474,10.0
423,4.963,2.267,3.049,62.5,4.017,2.198,2.13,7.172,1.696,7.09,1.421,96,52.0,25.0,10.264,127.347,4.333,9648.0,2159.0,27.313,164,199,11.0,0.455,6.0
424,5.447,2.16,2.827,52.5,3.862,2.062,1.948,5.783,1.607,7.528,1.285,72,37.0,16.0,7.855,88.964,3.922,7031.0,1634.0,24.467,126,145,14.0,0.5,7.0
425,5.457,2.133,3.009,65.0,3.987,1.955,1.765,6.555,2.153,11.833,1.571,92,51.0,21.0,8.736,121.651,4.264,9786.0,2374.0,27.739,156,184,14.0,0.5,7.0
426,5.048,2.222,2.953,57.333,3.904,2.12,2.0,6.314,1.755,7.75,1.407,84,49.0,21.0,8.81,106.251,4.107,7698.0,1772.0,25.353,144,172,13.0,0.462,7.0
427,5.522,2.087,2.807,51.0,3.759,1.971,1.84,5.28,1.928,7.917,1.39,62,31.0,12.0,6.776,75.959,3.764,5781.0,1397.0,23.102,110,125,13.0,0.462,7.0
428,3.857,2.286,2.786,42.5,3.58,2.203,2.118,5.114,1.881,5.118,1.108,70,40.0,20.0,7.202,76.681,3.803,3642.0,810.0,19.907,118,148,9.0,0.444,5.0
429,3.064,2.154,2.552,28.0,3.006,2.037,1.902,3.162,2.326,4.194,0.664,38,16.0,10.0,4.016,35.06,3.045,1053.0,239.0,12.969,66,76,7.0,0.429,4.0
430,3.935,2.111,2.771,38.5,3.387,1.963,1.8,4.093,2.402,6.667,0.973,52,27.0,12.0,5.271,56.36,3.51,2520.0,602.0,17.767,90,104,8.0,0.5,4.0
431,5.526,2.0,2.59,44.0,3.591,1.888,1.765,4.474,2.217,7.444,1.479,48,24.0,7.0,5.521,58.654,3.51,4146.0,1050.0,20.82,88,95,14.0,0.5,7.0
432,3.385,1.846,2.127,31.5,2.879,1.645,1.472,2.759,3.992,7.194,1.1,30,17.0,4.0,2.812,32.22,3.0,954.0,264.0,13.242,54,59,8.0,0.5,4.0
433,2.795,2.154,2.631,28.0,2.954,1.992,1.814,3.053,2.69,4.806,0.681,40,21.0,11.0,3.891,36.317,3.118,958.0,218.0,12.569,68,81,6.0,0.5,3.0
434,3.25,2.125,2.633,35.0,3.189,1.944,1.761,3.736,2.499,6.257,0.986,50,28.0,13.0,4.618,49.602,3.412,1644.0,390.0,15.474,84,103,7.0,0.429,4.0
435,4.292,2.348,2.83,47.0,3.757,2.303,2.262,5.691,1.516,4.639,0.951,78,39.0,23.0,8.332,86.354,3.911,5119.0,1086.0,21.857,132,161,9.0,0.444,5.0
436,3.341,2.0,2.719,33.0,3.01,1.753,1.541,2.986,3.398,7.257,0.707,42,17.0,10.0,3.414,38.207,3.14,1194.0,304.0,13.956,70,78,7.0,0.429,4.0
437,2.133,2.4,2.006,22.0,2.732,2.352,2.308,2.537,1.897,1.944,0.333,36,12.0,13.0,3.715,25.75,2.793,516.0,96.0,9.32,60,72,4.0,0.25,3.0
438,4.456,2.0,2.567,39.5,3.344,1.869,1.729,3.782,2.411,6.694,1.103,42,20.0,7.0,4.618,47.769,3.328,2397.0,606.0,17.562,76,82,10.0,0.5,5.0
439,7.258,2.121,3.08,75.0,4.208,1.959,1.784,7.193,1.675,12.583,1.701,98,51.0,21.0,9.639,129.379,4.273,15935.0,3832.0,31.328,168,193,19.0,0.474,10.0
440,3.225,2.25,2.858,36.0,3.251,2.135,2.0,3.949,2.596,4.667,0.848,52,26.0,15.0,5.271,50.436,3.409,1754.0,387.0,15.457,88,107,7.0,0.429,4.0
441,4.438,2.095,2.721,45.0,3.566,1.93,1.762,4.677,2.415,8.118,1.247,62,32.0,14.0,5.998,70.778,3.722,3820.0,932.0,20.542,106,122,12.0,0.5,6.0
442,3.789,2.1,2.883,46.167,3.435,1.835,1.6,4.239,2.751,9.792,1.037,68,38.0,18.0,5.271,69.895,3.731,2926.0,720.0,18.95,110,133,9.0,0.444,5.0
443,4.733,2.19,2.907,46.5,3.642,2.074,1.938,5.033,1.929,6.528,1.12,64,29.0,16.0,6.651,70.157,3.677,4297.0,994.0,20.865,110,129,12.0,0.5,6.0
444,4.767,2.24,2.921,53.5,3.814,2.105,1.948,5.91,1.711,7.861,1.385,82,45.0,22.0,8.083,95.666,3.994,6276.0,1430.0,23.667,138,169,11.0,0.455,6.0
445,4.425,2.222,2.877,59.0,3.831,1.984,1.751,6.017,1.781,11.076,1.357,100,62.0,29.0,8.031,114.14,4.188,6674.0,1553.0,24.554,160,206,12.0,0.5,6.0
446,3.382,2.118,2.829,38.5,3.253,1.869,1.645,3.634,2.79,7.819,0.742,58,29.0,16.0,4.618,54.712,3.499,1920.0,460.0,16.301,94,111,7.0,0.429,4.0
447,4.449,2.167,2.975,52.833,3.715,1.958,1.745,5.27,2.167,9.812,1.135,80,44.0,21.0,7.003,90.804,3.965,5194.0,1228.0,22.597,132,159,10.0,0.5,5.0
448,2.924,2.0,2.469,28.5,2.81,1.817,1.636,2.751,3.033,5.444,0.829,32,15.0,7.0,3.113,30.183,2.936,768.0,193.0,11.891,56,64,6.0,0.5,3.0
449,3.706,2.118,2.704,36.0,3.323,1.98,1.838,3.944,2.372,5.896,0.873,50,26.0,12.0,5.044,52.387,3.435,2150.0,504.0,16.88,86,100,9.0,0.444,5.0
450,5.157,2.16,2.931,53.333,3.831,2.038,1.899,5.767,1.827,8.139,1.245,74,35.0,17.0,7.73,89.955,3.968,6610.0,1547.0,24.119,128,147,12.0,0.5,6.0
451,3.542,2.125,2.784,34.5,3.24,1.993,1.846,3.725,2.678,5.556,0.954,46,24.0,11.0,4.794,47.807,3.349,1804.0,425.0,15.853,80,93,8.0,0.5,4.0
452,3.41,2.133,2.61,33.5,3.173,1.993,1.837,3.498,2.316,5.306,0.787,44,22.0,11.0,4.493,43.439,3.249,1540.0,358.0,14.938,76,88,8.0,0.5,4.0
453,3.616,2.3,2.805,41.5,3.53,2.226,2.143,4.883,1.902,4.778,0.888,66,38.0,19.0,6.952,71.918,3.762,3169.0,687.0,18.909,112,136,8.0,0.375,5.0
454,3.797,2.111,2.716,37.333,3.371,1.963,1.8,4.088,2.468,6.667,0.973,52,27.0,12.0,5.271,57.063,3.534,2432.0,581.0,17.651,90,104,9.0,0.444,5.0
455,6.04,2.125,2.962,72.0,4.082,1.993,1.846,7.133,1.969,11.111,1.985,92,55.0,19.0,9.588,130.668,4.32,12232.0,2996.0,29.676,160,190,17.0,0.471,9.0
456,4.732,2.111,2.589,39.333,3.492,2.026,1.929,4.195,1.723,5.444,0.957,48,22.0,10.0,5.521,52.78,3.4,3086.0,724.0,18.682,86,95,12.0,0.5,6.0
457,3.925,2.174,2.754,52.5,3.633,1.946,1.725,5.178,1.965,9.653,1.06,80,46.0,22.0,6.651,88.388,3.979,4278.0,993.0,21.261,130,161,8.0,0.375,5.0
458,3.209,2.143,2.554,31.0,3.073,2.034,1.909,3.428,2.431,4.444,0.934,40,19.0,10.0,4.317,39.212,3.159,1253.0,292.0,13.891,70,82,7.0,0.429,4.0
459,3.424,1.833,2.273,28.0,2.814,1.619,1.44,2.471,4.077,6.944,0.809,28,13.0,4.0,2.511,27.838,2.841,822.0,226.0,12.437,50,52,7.0,0.429,4.0
460,3.374,2.0,2.499,29.5,3.032,1.842,1.68,3.152,2.881,5.944,1.039,36,19.0,7.0,3.715,37.638,3.134,1220.0,307.0,14.057,64,72,7.0,0.429,4.0
461,5.268,2.0,2.642,43.5,3.561,1.861,1.714,4.392,2.451,8.056,1.373,50,25.0,8.0,5.396,59.925,3.536,3918.0,1001.0,20.582,90,98,13.0,0.462,7.0
462,4.083,1.875,2.415,37.0,3.175,1.707,1.548,3.377,4.249,7.944,1.268,36,19.0,4.0,3.715,43.167,3.277,1786.0,490.0,16.376,66,70,9.0,0.444,5.0
463,3.625,2.235,2.854,36.5,3.349,2.127,2.0,4.176,2.334,4.917,0.91,54,27.0,15.0,5.572,53.871,3.442,2200.0,493.0,16.702,92,111,9.0,0.444,5.0
464,3.725,2.125,2.694,34.5,3.273,2.03,1.92,3.758,2.315,4.944,0.851,44,21.0,10.0,4.919,46.694,3.318,1912.0,447.0,16.094,78,88,8.0,0.5,4.0
465,5.707,2.222,2.956,60.5,3.967,2.12,2.0,6.418,1.533,7.75,1.427,84,43.0,21.0,8.81,101.625,4.033,8771.0,2003.0,26.056,144,173,15.0,0.467,8.0
466,4.804,2.25,2.855,54.5,3.793,2.135,2.0,5.798,1.654,7.0,1.239,78,38.0,21.0,7.906,88.662,3.915,5879.0,1326.0,23.069,132,161,12.0,0.5,6.0
467,4.162,2.118,2.735,36.0,3.358,1.994,1.855,3.919,2.279,5.806,0.978,48,23.0,11.0,5.095,50.454,3.364,2366.0,566.0,17.283,84,95,11.0,0.455,6.0
468,4.566,2.231,2.982,58.5,3.822,2.055,1.857,5.917,2.004,9.333,1.255,88,51.0,24.0,8.134,104.297,4.099,6444.0,1484.0,24.114,146,180,12.0,0.5,6.0
469,5.056,2.091,2.697,48.5,3.667,1.908,1.725,4.77,1.952,8.979,1.073,66,31.0,15.0,6.174,73.284,3.73,4786.0,1168.0,21.833,112,126,12.0,0.5,6.0
470,3.456,2.118,2.819,38.0,3.262,1.928,1.729,3.83,2.947,7.028,1.013,52,29.0,13.0,4.845,53.845,3.488,1952.0,470.0,16.415,88,105,8.0,0.5,4.0
471,7.636,2.182,3.031,70.833,4.269,2.097,2.0,7.632,1.243,9.25,1.744,96,48.0,21.0,10.616,126.907,4.246,17489.0,4032.0,31.741,168,194,20.0,0.5,10.0
472,3.558,2.3,2.851,43.0,3.518,2.195,2.069,5.043,2.002,5.389,0.906,68,39.0,20.0,6.827,71.964,3.786,3107.0,676.0,18.809,114,141,7.0,0.429,4.0
473,5.987,2.091,2.78,48.0,3.773,2.022,1.941,5.075,1.601,6.444,1.207,56,26.0,10.0,6.725,68.051,3.641,5832.0,1383.0,22.79,102,111,15.0,0.467,8.0
474,4.667,2.095,2.866,47.667,3.594,1.915,1.726,4.629,2.274,8.639,1.119,62,32.0,14.0,5.924,69.636,3.689,4040.0,980.0,20.745,106,122,11.0,0.455,6.0
475,4.267,2.08,2.887,57.0,3.681,1.884,1.685,5.465,2.803,10.861,1.632,74,45.0,16.0,6.878,96.406,4.111,5104.0,1280.0,22.99,126,151,8.0,0.5,4.0
476,4.719,2.174,2.952,50.0,3.723,2.041,1.89,5.357,2.019,7.639,1.198,70,37.0,17.0,7.128,81.831,3.849,5150.0,1194.0,22.334,120,143,12.0,0.5,6.0
